[Event "rzeszow"]
[Site "Rzeszów"]
[Date "2026.07.07"]
[Round "2.11"]
[White "Frankiv, Oleksandr"]
[Black "Terkiewicz, Bruno"]
[Result "0-1"]
[WhiteElo "2016"]
[BlackElo "2267"]
[ECO "B54"]
[TimeControl "15+10"]
[Variant "Standard"]
[Opening "Sicilian Defense: Prins Variation"]

1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3 e6 6.c4 a6 7.Nc3 b6 8.Be2 Bb7 9.Be3 Nbd7 10.O-O Be7 11.b4 O-O 12.Rc1 Rc8 13.Qb3 Qc7 14.Rfd1 Qb8 15.Kh1 Bd8 16.Qb1 Qa8 17.b5 a5 18.Nc6 Bxc6 19.bxc6 Rxc6 20.Nb5 Be7 21.Bf4 Qb8 22.Qb2 Rd8 23.Rd2 Ne8 24.Rcd1 Bf6 25.Qa3 Ne5 26.Qa4 Rdc8 27.Qa3 Nxc4 28.Bxc4 Rxc4 29.Bxd6 Qa8 30.Be7 Qa6 31.Bxf6 Qxb5 32.Bh4 Qb4 33.Qe3 h6 34.h3 Rc3 35.Qe2 Rc1 36.Kh2 Rxd1 37.Rxd1 Qc4 38.Qe3 Qc7+ 39.Bg3 Qc6 40.Qa3 Qc5 41.Qd3 Nf6 42.Bf4 Qc4 43.Qd6 Qc6 44.Qd3 Qa4 45.Qd6 Kh7 46.Qxb6 Qxd1 0-1
